Year,iso3,Country,Refugees,Total_Fatalities,Civilian_Fatalities,GDP_per_capita,Dist_km,crescita_pil,inflazione,periodo
2010,POL,Poland,20,NA,NA,12567.7317676382,690.8161,3.16892748258036,2.58069370250548,NA
2011,POL,Poland,25,NA,NA,13867.6669408192,690.8161,5.25546256612796,4.23940149625932,NA
2012,POL,Poland,25,NA,NA,13087.420943321,690.8161,1.51178167644575,3.56037151702793,NA
2013,POL,Poland,39,NA,NA,13621.9023794031,690.8161,0.684240607051805,0.991982606332335,NA
2014,POL,Poland,35,NA,NA,14262.2841914116,690.8161,3.92050862390032,0.0538213132399802,Pre-guerra
2015,POL,Poland,41,NA,NA,12637.5220324406,690.8161,4.43176700264478,-0.874125874125862,Pre-guerra
2016,POL,Poland,114,NA,NA,12464.0110508476,690.8161,3.03117767594847,-0.664767331433962,Pre-guerra
2017,POL,Poland,369,NA,NA,13913.3402919927,690.8161,5.15245773325907,2.07593553673859,Pre-guerra
2018,POL,Poland,464,883,62,15658.2120316794,690.8161,6.2458584723942,1.81295156542689,Pre-guerra
2019,POL,Poland,485,392,54,15874.5220531254,690.8161,4.58045817256199,2.22747880938291,Pre-guerra
2020,POL,Poland,416,121,20,16150.9304813473,690.8161,-2.03556882399977,3.37446972618589,Pre-guerra
2021,POL,Poland,422,149,10,18635.5104895754,690.8161,6.92718266052501,5.05502704719272,Pre-guerra
2022,POL,Poland,958147,40081,5806,18891.2121169279,690.8161,5.25545697386036,14.4294507575758,Post-guerra
2023,POL,Poland,955891,39596,2004,22145.2660647429,690.8161,0.249610834017872,11.5289127961105,Post-guerra
2024,POL,Poland,991223,69872,2184,25103.565661423,690.8161,3.02841630700273,3.79060897630197,Post-guerra
2025,POL,Poland,995247,76864,2587,NA,690.8161,NA,NA,NA
2010,PRT,NA,NA,NA,NA,NA,NA,1.73762453640036,1.40257289895369,NA
2011,PRT,Portugal,0,NA,NA,23246.5425416481,3351.661,-1.71352745905065,3.65301100430724,NA
2012,PRT,Portugal,0,NA,NA,20593.4274224109,3351.661,-4.05090267621935,2.77333854051586,NA
2013,PRT,Portugal,0,NA,NA,21676.4859642714,3351.661,-0.984106574148328,0.274416666666663,NA
2014,PRT,Portugal,16,NA,NA,22120.6850127107,3351.661,0.741391420706506,-0.278153367467428,Pre-guerra
2015,PRT,Portugal,134,NA,NA,19215.7813014347,3351.661,1.58979803702681,0.48793862390472,Pre-guerra
2016,PRT,Portugal,328,NA,NA,19980.2808866516,3351.661,2.00414129666575,0.607397074641719,Pre-guerra
2017,PRT,Portugal,373,NA,NA,21442.3842768879,3351.661,3.31472008175986,1.36861411643472,Pre-guerra
2018,PRT,Portugal,423,883,62,23541.1401075289,3351.661,2.94628343449202,0.993715683468326,Pre-guerra
2019,PRT,Portugal,436,392,54,23343.3628970034,3351.661,2.74568432648596,0.338178410046034,Pre-guerra
2020,PRT,Portugal,443,121,20,22299.4044062173,3351.661,-8.20463159324387,-0.0124383299575305,Pre-guerra
2021,PRT,Portugal,447,149,10,24711.4510062111,3351.661,5.55875672070374,1.26565719069044,Pre-guerra
2022,PRT,Portugal,44960,40081,5806,24620.5197587181,3351.661,6.98584137580278,7.83269124233323,Post-guerra
2023,PRT,Portugal,51566,39596,2004,27634.6183139773,3351.661,3.09997909018263,4.31128191898672,Post-guerra
2024,PRT,Portugal,57141,69872,2184,29292.242104753,3351.661,2.13967177177636,2.41613187791884,Post-guerra
2025,PRT,Portugal,55872,76864,2587,NA,3351.661,NA,NA,NA
2010,ROU,Romania,0,NA,NA,8399.5374234284,NA,-3.90581157302972,6.09141668601891,NA
2011,ROU,Romania,0,NA,NA,9560.6755277458,NA,4.49558909946313,5.7892532881588,NA
2012,ROU,NA,NA,NA,NA,NA,NA,1.90361696799603,3.33492267693442,NA
2013,ROU,NA,NA,NA,NA,NA,NA,0.278771877470234,3.9847123554813,NA
2014,ROU,Romania,13,NA,NA,10031.7710755404,NA,4.11600109267832,1.06830987684298,Pre-guerra
2015,ROU,Romania,37,NA,NA,8977.01748158196,NA,3.1570360543854,-0.594156437495203,Pre-guerra
2016,ROU,Romania,39,NA,NA,9404.54005870715,NA,2.85993252302089,-1.54479666813897,Pre-guerra
2017,ROU,Romania,37,NA,NA,10727.9822007426,NA,8.19547826641261,1.3390212110439,Pre-guerra
2018,ROU,Romania,28,883,62,12416.134317959,NA,5.39452228185675,4.62548443137779,Pre-guerra
2019,ROU,Romania,22,392,54,12909.6104013244,NA,3.96028958497598,3.82785432599438,Pre-guerra
2020,ROU,Romania,20,121,20,13009.1770573223,NA,-3.59802546034757,2.63107311184743,Pre-guerra
2021,ROU,Romania,17,149,10,14907.9803652143,NA,5.58735072538869,5.05232876096582,Pre-guerra
2022,ROU,Romania,100086,40081,5806,15503.551804598,NA,4.18771305104109,13.7954887432521,Post-guerra
2023,ROU,Romania,81493,39596,2004,18244.4186876321,NA,2.25773416555121,10.3971874764996,Post-guerra
2024,ROU,Romania,177996,69872,2184,20080.2096215595,NA,0.916003764382594,5.72140574354439,Post-guerra
2025,ROU,Romania,186040,76864,2587,NA,NA,NA,NA,NA
2010,SVK,Slovakia,17,NA,NA,16899.448680529,998.2211,6.79058159142423,0.957018132975143,NA
2011,SVK,Slovakia,17,NA,NA,18469.4354316836,998.2211,2.56242473215553,3.9192859914629,NA
2012,SVK,Slovakia,17,NA,NA,17516.9691054078,998.2211,1.56917104702706,3.6061026352289,NA
2013,SVK,Slovakia,17,NA,NA,18312.7805149823,998.2211,0.703323545247201,1.40047368963025,NA
2014,SVK,Slovakia,17,NA,NA,18770.9289896545,998.2211,2.70795151449488,-0.0761653295419871,Pre-guerra
2015,SVK,Slovakia,18,NA,NA,16442.0760860018,998.2211,5.17687909722133,-0.325219777427673,Pre-guerra
2016,SVK,Slovakia,21,NA,NA,16636.0769133073,998.2211,1.94781841524558,-0.520010196278266,Pre-guerra
2017,SVK,Slovakia,23,NA,NA,17645.5298716761,998.2211,2.87473327453695,1.31194588223228,Pre-guerra
2018,SVK,Slovakia,23,883,62,19573.3717031314,998.2211,4.06211981896483,2.51403712883812,Pre-guerra
2019,SVK,Slovakia,24,392,54,19406.0589683582,998.2211,2.27589910019393,2.66456133425431,Pre-guerra
2020,SVK,Slovakia,24,121,20,19735.4858280801,998.2211,-2.58551241733207,1.93694126694223,Pre-guerra
2021,SVK,Slovakia,24,149,10,22123.3342114545,998.2211,5.6558588065555,3.14960629921268,Pre-guerra
2022,SVK,Slovakia,94858,40081,5806,21317.7943982363,998.2211,0.544591632137454,12.7741463637611,Post-guerra
2023,SVK,Slovakia,124962,39596,2004,24614.8734642794,998.2211,2.11263633214959,10.5319476645211,Post-guerra
2024,SVK,Slovakia,142172,69872,2184,25992.6748502048,998.2211,1.93867445549446,2.75760909424272,Post-guerra
2025,SVK,Slovakia,143836,76864,2587,NA,998.2211,NA,NA,NA
2010,SVN,NA,NA,NA,NA,NA,NA,1.11213719306735,1.80117022137134,NA
2011,SVN,NA,NA,NA,NA,NA,NA,0.655438128379743,1.8028517194191,NA
2012,SVN,NA,NA,NA,NA,NA,NA,-2.91553782040462,2.59741386039003,NA
2013,SVN,NA,NA,NA,NA,NA,NA,-0.823776417691676,1.76920085881907,NA
2014,SVN,Slovenia,0,NA,NA,24013.0682060959,1277.754,2.76283327639742,0.19934382657075,Pre-guerra
2015,SVN,NA,NA,NA,NA,NA,NA,2.39330621338168,-0.525552285820877,Pre-guerra
2016,SVN,NA,NA,NA,NA,NA,NA,3.03441486663654,-0.054999541670474,Pre-guerra
2017,SVN,Slovenia,5,NA,NA,23303.077705959,1277.754,5.17440215579958,1.42910743319306,Pre-guerra
2018,SVN,Slovenia,5,883,62,25888.0481065655,1277.754,4.37908347331195,1.7386086198818,Pre-guerra
2019,SVN,Slovenia,5,392,54,25814.1687167572,1277.754,3.50525332381912,1.63052260754344,Pre-guerra
2020,SVN,Slovenia,5,121,20,25392.0651093612,1277.754,-4.08500094942896,-0.05485681576061,Pre-guerra
2021,SVN,Slovenia,5,149,10,29192.8401933019,1277.754,8.41686457725321,1.91706506089259,Pre-guerra
2022,SVN,Slovenia,7748,40081,5806,28360.3041467268,1277.754,2.66850555542486,8.83369886749452,Post-guerra
2023,SVN,Slovenia,9467,39596,2004,32660.4753581346,1277.754,2.3758326648385,7.44687717385838,Post-guerra
2024,SVN,Slovenia,11296,69872,2184,34301.0318686594,1277.754,1.73139722479493,1.96562656432512,Post-guerra
2025,SVN,Slovenia,10620,76864,2587,NA,1277.754,NA,NA,NA
2010,SWE,Sweden,140,NA,NA,52542.5759090299,1267.46,5.75076477579255,1.15798802715626,NA
2011,SWE,Sweden,118,NA,NA,60379.4814599322,1267.46,3.16388567406926,2.9611507382214,NA
2012,SWE,Sweden,111,NA,NA,57749.5615420853,1267.46,-0.414397702454409,0.888377506923735,NA
2013,SWE,Sweden,107,NA,NA,60843.9888799369,1267.46,1.13766671801426,-0.044292970148682,NA
2014,SWE,Sweden,114,NA,NA,59583.4584491714,1267.46,2.29577238758284,-0.179638494114635,Pre-guerra
2015,SWE,Sweden,133,NA,NA,51188.1652120493,1267.46,4.38824673608589,-0.0467847449832812,Pre-guerra
2016,SWE,Sweden,203,NA,NA,51703.5088332851,1267.46,2.13117914731151,0.984269244577992,Pre-guerra
2017,SWE,Sweden,208,NA,NA,53210.2233318965,1267.46,1.88282184966646,1.79449904665599,Pre-guerra
2018,SWE,Sweden,215,883,62,54018.4554391861,1267.46,1.7702553546772,1.95353530127028,Pre-guerra
2019,SWE,Sweden,223,392,54,51648.9892820514,1267.46,2.60823012869524,1.78415097403835,Pre-guerra
2020,SWE,Sweden,232,121,20,52568.5726980146,1267.46,-1.93379704032216,0.497367318853572,Pre-guerra
2021,SWE,Sweden,226,149,10,60647.5416365347,1267.46,5.2258643028773,2.16319736447143,Pre-guerra
2022,SWE,Sweden,46857,40081,5806,54836.8907235124,1267.46,1.25543620445816,8.36929098869189,Post-guerra
2023,SWE,Sweden,43467,39596,2004,54950.2834725622,1267.46,-0.204061304891439,8.5486248974891,Post-guerra
2024,SWE,Sweden,45993,69872,2184,57117.4877440616,1267.46,0.820071806703865,2.83581658224034,Post-guerra
2025,SWE,Sweden,44075,76864,2587,NA,1267.46,NA,NA,NA
2010,UKR,NA,NA,NA,NA,NA,NA,4.09200436668087,9.37293105078978,NA
2011,UKR,NA,NA,NA,NA,NA,NA,5.44528081048476,7.95572466274652,NA
2012,UKR,NA,NA,NA,NA,NA,NA,0.152314967200653,0.568727971803862,NA
2013,UKR,NA,NA,NA,NA,NA,NA,0.045439094492707,-0.238948626045407,NA
2014,UKR,NA,NA,NA,NA,NA,NA,-10.0788949840953,12.0718562874251,Pre-guerra
2015,UKR,NA,NA,NA,NA,NA,NA,-9.7729872128676,48.6998646434424,Pre-guerra
2016,UKR,NA,NA,NA,NA,NA,NA,2.44098194492067,13.9127101997797,Pre-guerra
2017,UKR,NA,NA,NA,NA,NA,NA,2.35997228099491,14.4383227488749,Pre-guerra
2018,UKR,NA,NA,NA,NA,NA,NA,3.48836234022659,10.9518559353178,Pre-guerra
2019,UKR,NA,NA,NA,NA,NA,NA,3.19950386354134,7.88671745611133,Pre-guerra
2020,UKR,NA,NA,NA,NA,NA,NA,-3.75281793983162,2.73249209419427,Pre-guerra
2021,UKR,NA,NA,NA,NA,NA,NA,3.44562065945944,9.36313917695223,Pre-guerra
2022,UKR,NA,NA,NA,NA,NA,NA,-28.7585842155085,20.1836366617478,Post-guerra
2023,UKR,NA,NA,NA,NA,NA,NA,5.53473354963334,12.8490222828559,Post-guerra
2024,UKR,NA,NA,NA,NA,NA,NA,2.9138222142611,6.50198464669254,Post-guerra
