iso2c,iso3c,country,date,inflazione,crescita_pil,periodo
MD,MDA,Moldova,2019,4.83778351428728,3.5523140853476,Pre-guerra
MD,MDA,Moldova,2020,3.76597122245351,-8.27597831976949,Pre-guerra
MD,MDA,Moldova,2021,5.10641129002835,13.9299997889786,Pre-guerra
MD,MDA,Moldova,2022,28.7372976766235,-4.6000000255323,Post-guerra
MD,MDA,Moldova,2023,13.4170104381299,1.2000000493378,Post-guerra
MD,MDA,Moldova,2024,4.67773516007052,0.103059364371205,Post-guerra
MT,MLT,Malta,2010,1.51563513618532,6.19735041110465,NA
MT,MLT,Malta,2011,2.9629852819288,0.99220191192282,NA
MT,MLT,Malta,2012,2.37582057760386,4.10167392241412,NA
MT,MLT,Malta,2013,1.1802843636655,6.29233375866998,NA
MT,MLT,Malta,2014,0.310306472181665,7.63136360845897,Pre-guerra
MT,MLT,Malta,2015,1.10054826378929,9.62070315764963,Pre-guerra
MT,MLT,Malta,2016,0.642702771527304,4.07800355932196,Pre-guerra
MT,MLT,Malta,2017,1.36435448150708,12.9713424962459,Pre-guerra
MT,MLT,Malta,2018,1.15782362451517,7.18921479603796,Pre-guerra
MT,MLT,Malta,2019,1.6420600176894,4.08505582134097,Pre-guerra
MT,MLT,Malta,2020,0.638544956776712,-3.45728276294712,Pre-guerra
MT,MLT,Malta,2021,1.49789217934724,13.4117042939322,Pre-guerra
MT,MLT,Malta,2022,6.15375621933037,2.48309993837792,Post-guerra
MT,MLT,Malta,2023,5.09396758978883,10.6215185022616,Post-guerra
MT,MLT,Malta,2024,1.65079469283109,6.79990300224401,Post-guerra
NL,NLD,Netherlands,2010,1.27530569556679,1.31932032302214,NA
NL,NLD,Netherlands,2011,2.34107017751373,1.77334516269423,NA
NL,NLD,Netherlands,2012,2.45554765291614,-0.977876877747732,NA
NL,NLD,Netherlands,2013,2.50689852657875,-0.0302325600539604,NA
NL,NLD,Netherlands,2014,0.976035079699679,1.61261001294011,Pre-guerra
NL,NLD,Netherlands,2015,0.600248147278776,2.12060523860846,Pre-guerra
NL,NLD,Netherlands,2016,0.316666666666652,2.42428572955482,Pre-guerra
NL,NLD,Netherlands,2017,1.38145871407216,2.78154619309936,Pre-guerra
NL,NLD,Netherlands,2018,1.70349794744479,2.2587403735731,Pre-guerra
NL,NLD,Netherlands,2019,2.63369910249591,2.30009157916757,Pre-guerra
NL,NLD,Netherlands,2020,1.27246037789161,-3.86795333823223,Pre-guerra
NL,NLD,Netherlands,2021,2.67572008805385,6.2768306708326,Pre-guerra
NL,NLD,Netherlands,2022,10.0012078753473,5.00723455159611,Post-guerra
NL,NLD,Netherlands,2023,3.83839354342808,-0.598096167209832,Post-guerra
NL,NLD,Netherlands,2024,3.34754304219953,1.08100584845663,Post-guerra
NO,NOR,Norway,2010,2.41890639481003,0.787051861494078,NA
NO,NOR,Norway,2011,1.2849515880916,1.10565603382983,NA
NO,NOR,Norway,2012,0.696864111498263,2.71795924894734,NA
NO,NOR,Norway,2013,2.12048620353112,1.01619084044641,NA
NO,NOR,Norway,2014,2.04170286707211,2.04813200438943,Pre-guerra
